annee,semestre,carte,anonymat,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2018-2019,1,A00044,AA0CCCF7,PHY1103,4,Gakou Mahamane,M,3.42,2018,GM
2018-2019,1,A00045,A9F79AB9,PHY1103,4,KÃ©ita Souleymane,M,10.88,2018,LT
2018-2019,1,A00046,A2DE6ED3,PHY1103,4,Zoumana Mahamadou,M,9.11,2018,GE
2018-2019,1,A00047,A4DD506A,PHY1103,4,Halima Mariam,F,4.72,2018,SRI
2018-2019,1,A00048,AAF2E658,PHY1103,4,Mamadou Ladji,M,12.19,2018,SRI
2018-2019,1,A00049,A91159B4,PHY1103,4,Yattabaye Fousseyni,M,15.96,2018,GC
2018-2019,1,A00050,A28B2F1F,PHY1103,4,Coulibaly Abdoulaye,M,4.38,2018,GE
2018-2019,1,A00051,A69FCDA9,PHY1103,4,Bamba Zacharie,M,11.46,2018,IA
2018-2019,1,A00052,A0721469,PHY1103,4,Keita Ahou,F,13.84,2018,SRI
2018-2019,1,A00053,ADA5DE31,PHY1103,4,Ouattara Lamine,M,14.75,2018,GL
2018-2019,1,A00054,AEFC20CB,PHY1103,4,Lala Rachid,M,13.84,2018,IS
2018-2019,1,A00055,A7DB1011,PHY1103,4,Halima Adama,M,15.99,2018,IS
2018-2019,1,A00056,AE44530C,PHY1103,4,Fatoumata Lassana,M,0.0,2018,IA
2018-2019,1,A00057,A212C519,PHY1103,4,Keita Cheick,M,9.91,2018,LT
2018-2019,1,A00058,A054EFA7,PHY1103,4,Barry Hadja,F,5.56,2018,LT
2018-2019,1,A00059,AF868073,PHY1103,4,Haidara Rachid,M,13.15,2018,SRI
2018-2019,1,A00060,AF8C0FB6,PHY1103,4,Amadou SoumaÃ¯la,M,6.62,2018,LT
2018-2019,1,A00061,A8019220,PHY1103,4,KonatÃ© Abdoulaye,M,8.2,2018,GE
2018-2019,1,A00062,AB4B45B9,PHY1103,4,Yattabaye Alhassane,M,18.63,2018,LT
2018-2019,1,A00063,A4D70C61,PHY1103,4,Boly Fatoumata,F,10.99,2018,LT
2018-2019,1,A00064,AC6C8B80,PHY1103,4,Yacouba Cheick,M,12.66,2018,GL
2018-2019,1,A00065,A20CD892,PHY1103,4,KÃ©ita Karim,M,5.84,2018,IA
2018-2019,1,A00066,AC454E81,PHY1103,4,Ouattara Cheick,M,11.5,2018,IS
2018-2019,1,A00067,A05C5D87,PHY1103,4,Zacharie Modibo,M,8.09,2018,GM
2018-2019,1,A00068,A8217CA2,PHY1103,4,Nabintou Zakari,M,12.37,2018,GE
2018-2019,1,A00069,A8DCB59F,PHY1103,4,TraorÃ© Vieux,M,11.87,2018,GM
2018-2019,1,A00070,A865E07C,PHY1103,4,Sylla Elhadj,M,17.51,2018,GL
2018-2019,1,A00071,AA4263C7,PHY1103,4,Hadja Modibo,M,9.74,2018,GM
2018-2019,1,A00072,A6BE84F8,PHY1103,4,Salif Moussa,M,9.89,2018,LT
2018-2019,1,A00073,A3A87054,PHY1103,4,Kadiatou Oumar,M,7.02,2018,GL
2018-2019,1,A00074,AC0E59D7,PHY1103,4,SidibÃ© Issa,M,10.27,2018,GM
2018-2019,1,A00075,A7DEC896,PHY1103,4,Makan Habib,M,12.61,2018,IS
2018-2019,1,A00076,A3C7379B,PHY1103,4,Salif Mahamane,M,16.44,2018,SRI
2018-2019,1,A00077,AC945840,PHY1103,4,Bissikolo Mahamane,M,10.08,2018,IA
2018-2019,1,A00078,A6C3024C,PHY1103,4,Gakou Mahamane,M,13.69,2018,GC
2018-2019,1,A00079,A9BE53FF,PHY1103,4,Djibril Alhassane,M,12.6,2018,GC
2018-2019,1,A00080,ABD41A83,PHY1103,4,Lassana Sidi,M,13.62,2018,GC
2018-2019,1,A00001,A5646F46,STT1104,2,Adama Kadidia,F,13.88,2018,IS
2018-2019,1,A00002,A2BDCDD8,STT1104,2,KantÃ© Ousmane,M,11.78,2018,GE
2018-2019,1,A00003,A6BAFDCB,STT1104,2,SidibÃ© Rabi,F,14.96,2018,IA
2018-2019,1,A00004,A7AC0A37,STT1104,2,WagatÃ© Ousmane,M,0.91,2018,LT
2018-2019,1,A00005,AD6B6E40,STT1104,2,TourÃ© AssÃ©tou,F,16.14,2018,GE
2018-2019,1,A00006,A91D111B,STT1104,2,Bissikolo Mohamed,M,1.7,2018,SRI
2018-2019,1,A00007,A13C4CB0,STT1104,2,DjitÃ© Zakari,M,7.99,2018,SRI
2018-2019,1,A00008,A40B7CFA,STT1104,2,Sow Abdou,M,16.08,2018,GL
2018-2019,1,A00009,A54E8907,STT1104,2,Bakary Zou,F,15.65,2018,SRI
2018-2019,1,A00010,A8B32663,STT1104,2,KouyatÃ© Zacharie,M,13.29,2018,LT
2018-2019,1,A00011,AEB4508E,STT1104,2,Amadou Lassana,M,10.65,2018,IS
2018-2019,1,A00012,A6FF448D,STT1104,2,Cheick Harouna,M,17.62,2018,IS
2018-2019,1,A00013,AC6FEFC2,STT1104,2,Salif Boureima,M,10.13,2018,LT
2018-2019,1,A00014,A14E7953,STT1104,2,Alou Adama,M,19.28,2018,GM
2018-2019,1,A00015,A6AAFE49,STT1104,2,Issa Zara,F,10.86,2018,IA
2018-2019,1,A00016,AAF92C17,STT1104,2,Bintou Fousseyni,M,13.04,2018,GM
2018-2019,1,A00017,AF69C4C9,STT1104,2,Karim Souleymane,M,18.97,2018,IS
2018-2019,1,A00018,A557AC5E,STT1104,2,Fanta Sada,M,14.5,2018,IS
2018-2019,1,A00019,A0825C1F,STT1104,2,KÃ©ita Amadou,M,9.89,2018,IS
2018-2019,1,A00020,A274F380,STT1104,2,Gakou Mahamadou,M,11.44,2018,IA
2018-2019,1,A00021,A635528B,STT1104,2,AÃ¯cha Awa,F,15.03,2018,GE
2018-2019,1,A00022,A2FD8F2B,STT1104,2,Kouriba Brahima,M,9.98,2018,GC
2018-2019,1,A00023,A5AA60C3,STT1104,2,Alou Fanta,F,12.13,2018,SRI
2018-2019,1,A00024,AEA090BD,STT1104,2,Dabo Fousseyni,M,9.41,2018,GL
2018-2019,1,A00025,A3AF5D64,STT1104,2,Sissoko Alima,F,17.75,2018,LT
2018-2019,1,A00026,A119731E,STT1104,2,ZouolÃ© Sitan,F,13.86,2018,IA
2018-2019,1,A00027,A0B26D86,STT1104,2,Habib Bakary,M,9.46,2018,IS
2018-2019,1,A00028,ADC06B36,STT1104,2,ZouolÃ© Daouda,M,12.85,2018,GL
2018-2019,1,A00029,A1BF00E4,STT1104,2,KouyatÃ© AÃ¯cha,F,14.68,2018,IA
2018-2019,1,A00030,AE07C73B,STT1104,2,Sali Younoussa,M,13.76,2018,SRI
2018-2019,1,A00031,A7855127,STT1104,2,Zouma Ladji,M,10.18,2018,GL
2018-2019,1,A00032,A85C9439,STT1104,2,Awa Sada,M,6.74,2018,GL
2018-2019,1,A00033,A594878E,STT1104,2,Younoussa Zakari,M,19.97,2018,IA
2018-2019,1,A00034,A34E178D,STT1104,2,Amadou SoumaÃ¯la,M,14.39,2018,GM
2018-2019,1,A00035,A2216B8C,STT1104,2,Mariam Sidi,M,7.81,2018,IA
2018-2019,1,A00036,AFD7145D,STT1104,2,Berg Fanta,F,15.67,2018,SRI
2018-2019,1,A00037,A558D4DD,STT1104,2,Nana Ladji,M,10.19,2018,GL
2018-2019,1,A00038,A1D1234F,STT1104,2,Hawa Kassim,M,5.6,2018,SRI
2018-2019,1,A00039,A5D3AB0C,STT1104,2,Zongo Zakari,M,13.59,2018,GL
2018-2019,1,A00040,AD3F9385,STT1104,2,Younoussa Amadou,M,13.83,2018,SRI
2018-2019,1,A00041,A5203DB4,STT1104,2,Zoumana Adama,M,16.12,2018,SRI
2018-2019,1,A00042,ADFD273D,STT1104,2,Guindo Akissi,F,19.6,2018,GC
2018-2019,1,A00043,AD2238B2,STT1104,2,Aminata Abdou,M,6.01,2018,IS
2018-2019,1,A00044,AA0CCCF7,STT1104,2,Gakou Mahamane,M,12.86,2018,GM
2018-2019,1,A00045,A9F79AB9,STT1104,2,KÃ©ita Souleymane,M,12.75,2018,LT
2018-2019,1,A00046,A2DE6ED3,STT1104,2,Zoumana Mahamadou,M,14.86,2018,GE
2018-2019,1,A00047,A4DD506A,STT1104,2,Halima Mariam,F,14.01,2018,SRI
2018-2019,1,A00048,AAF2E658,STT1104,2,Mamadou Ladji,M,19.12,2018,SRI
2018-2019,1,A00049,A91159B4,STT1104,2,Yattabaye Fousseyni,M,20.0,2018,GC
2018-2019,1,A00050,A28B2F1F,STT1104,2,Coulibaly Abdoulaye,M,14.74,2018,GE
2018-2019,1,A00051,A69FCDA9,STT1104,2,Bamba Zacharie,M,10.41,2018,IA
2018-2019,1,A00052,A0721469,STT1104,2,Keita Ahou,F,13.77,2018,SRI
2018-2019,1,A00053,ADA5DE31,STT1104,2,Ouattara Lamine,M,15.05,2018,GL
2018-2019,1,A00054,AEFC20CB,STT1104,2,Lala Rachid,M,15.42,2018,IS
2018-2019,1,A00055,A7DB1011,STT1104,2,Halima Adama,M,14.31,2018,IS
2018-2019,1,A00056,AE44530C,STT1104,2,Fatoumata Lassana,M,12.74,2018,IA
2018-2019,1,A00057,A212C519,STT1104,2,Keita Cheick,M,14.18,2018,LT
2018-2019,1,A00058,A054EFA7,STT1104,2,Barry Hadja,F,9.61,2018,LT
2018-2019,1,A00059,AF868073,STT1104,2,Haidara Rachid,M,14.43,2018,SRI
2018-2019,1,A00060,AF8C0FB6,STT1104,2,Amadou SoumaÃ¯la,M,14.36,2018,LT
2018-2019,1,A00061,A8019220,STT1104,2,KonatÃ© Abdoulaye,M,12.1,2018,GE
2018-2019,1,A00062,AB4B45B9,STT1104,2,Yattabaye Alhassane,M,15.65,2018,LT
2018-2019,1,A00063,A4D70C61,STT1104,2,Boly Fatoumata,F,17.27,2018,LT
2018-2019,1,A00064,AC6C8B80,STT1104,2,Yacouba Cheick,M,12.92,2018,GL
2018-2019,1,A00065,A20CD892,STT1104,2,KÃ©ita Karim,M,12.68,2018,IA
2018-2019,1,A00066,AC454E81,STT1104,2,Ouattara Cheick,M,15.78,2018,IS
2018-2019,1,A00067,A05C5D87,STT1104,2,Zacharie Modibo,M,6.9,2018,GM
2018-2019,1,A00068,A8217CA2,STT1104,2,Nabintou Zakari,M,18.97,2018,GE
2018-2019,1,A00069,A8DCB59F,STT1104,2,TraorÃ© Vieux,M,8.73,2018,GM
2018-2019,1,A00070,A865E07C,STT1104,2,Sylla Elhadj,M,8.36,2018,GL
2018-2019,1,A00071,AA4263C7,STT1104,2,Hadja Modibo,M,8.03,2018,GM
2018-2019,1,A00072,A6BE84F8,STT1104,2,Salif Moussa,M,7.16,2018,LT
2018-2019,1,A00073,A3A87054,STT1104,2,Kadiatou Oumar,M,14.97,2018,GL
2018-2019,1,A00074,AC0E59D7,STT1104,2,SidibÃ© Issa,M,12.87,2018,GM
2018-2019,1,A00075,A7DEC896,STT1104,2,Makan Habib,M,10.93,2018,IS
2018-2019,1,A00076,A3C7379B,STT1104,2,Salif Mahamane,M,18.47,2018,SRI
2018-2019,1,A00077,AC945840,STT1104,2,Bissikolo Mahamane,M,13.69,2018,IA
2018-2019,1,A00078,A6C3024C,STT1104,2,Gakou Mahamane,M,14.55,2018,GC
2018-2019,1,A00079,A9BE53FF,STT1104,2,Djibril Alhassane,M,15.36,2018,GC
2018-2019,1,A00080,ABD41A83,STT1104,2,Lassana Sidi,M,14.31,2018,GC
2018-2019,1,A00001,A5646F46,STT1105,4,Adama Kadidia,F,5.89,2018,IS
2018-2019,1,A00002,A2BDCDD8,STT1105,4,KantÃ© Ousmane,M,9.72,2018,GE
2018-2019,1,A00003,A6BAFDCB,STT1105,4,SidibÃ© Rabi,F,6.65,2018,IA
2018-2019,1,A00004,A7AC0A37,STT1105,4,WagatÃ© Ousmane,M,8.86,2018,LT
2018-2019,1,A00005,AD6B6E40,STT1105,4,TourÃ© AssÃ©tou,F,12.2,2018,GE
2018-2019,1,A00006,A91D111B,STT1105,4,Bissikolo Mohamed,M,14.31,2018,SRI
2018-2019,1,A00007,A13C4CB0,STT1105,4,DjitÃ© Zakari,M,14.05,2018,SRI
2018-2019,1,A00008,A40B7CFA,STT1105,4,Sow Abdou,M,12.34,2018,GL
2018-2019,1,A00009,A54E8907,STT1105,4,Bakary Zou,F,10.35,2018,SRI
2018-2019,1,A00010,A8B32663,STT1105,4,KouyatÃ© Zacharie,M,15.88,2018,LT
2018-2019,1,A00011,AEB4508E,STT1105,4,Amadou Lassana,M,9.52,2018,IS
2018-2019,1,A00012,A6FF448D,STT1105,4,Cheick Harouna,M,10.18,2018,IS
2018-2019,1,A00013,AC6FEFC2,STT1105,4,Salif Boureima,M,11.35,2018,LT
2018-2019,1,A00014,A14E7953,STT1105,4,Alou Adama,M,7.57,2018,GM
2018-2019,1,A00015,A6AAFE49,STT1105,4,Issa Zara,F,9.99,2018,IA
2018-2019,1,A00016,AAF92C17,STT1105,4,Bintou Fousseyni,M,10.44,2018,GM
2018-2019,1,A00017,AF69C4C9,STT1105,4,Karim Souleymane,M,8.66,2018,IS
2018-2019,1,A00018,A557AC5E,STT1105,4,Fanta Sada,M,13.5,2018,IS
2018-2019,1,A00019,A0825C1F,STT1105,4,KÃ©ita Amadou,M,12.36,2018,IS
2018-2019,1,A00020,A274F380,STT1105,4,Gakou Mahamadou,M,9.48,2018,IA
2018-2019,1,A00021,A635528B,STT1105,4,AÃ¯cha Awa,F,11.01,2018,GE
2018-2019,1,A00022,A2FD8F2B,STT1105,4,Kouriba Brahima,M,10.48,2018,GC
2018-2019,1,A00023,A5AA60C3,STT1105,4,Alou Fanta,F,9.36,2018,SRI
2018-2019,1,A00024,AEA090BD,STT1105,4,Dabo Fousseyni,M,10.63,2018,GL
2018-2019,1,A00025,A3AF5D64,STT1105,4,Sissoko Alima,F,9.9,2018,LT
2018-2019,1,A00026,A119731E,STT1105,4,ZouolÃ© Sitan,F,12.09,2018,IA
2018-2019,1,A00027,A0B26D86,STT1105,4,Habib Bakary,M,5.31,2018,IS
2018-2019,1,A00028,ADC06B36,STT1105,4,ZouolÃ© Daouda,M,10.24,2018,GL
2018-2019,1,A00029,A1BF00E4,STT1105,4,KouyatÃ© AÃ¯cha,F,11.55,2018,IA
2018-2019,1,A00030,AE07C73B,STT1105,4,Sali Younoussa,M,14.11,2018,SRI
2018-2019,1,A00031,A7855127,STT1105,4,Zouma Ladji,M,8.3,2018,GL
2018-2019,1,A00032,A85C9439,STT1105,4,Awa Sada,M,10.97,2018,GL
2018-2019,1,A00033,A594878E,STT1105,4,Younoussa Zakari,M,13.79,2018,IA
2018-2019,1,A00034,A34E178D,STT1105,4,Amadou SoumaÃ¯la,M,14.16,2018,GM
2018-2019,1,A00035,A2216B8C,STT1105,4,Mariam Sidi,M,10.54,2018,IA
2018-2019,1,A00036,AFD7145D,STT1105,4,Berg Fanta,F,12.46,2018,SRI
2018-2019,1,A00037,A558D4DD,STT1105,4,Nana Ladji,M,5.66,2018,GL
2018-2019,1,A00038,A1D1234F,STT1105,4,Hawa Kassim,M,11.53,2018,SRI
2018-2019,1,A00039,A5D3AB0C,STT1105,4,Zongo Zakari,M,9.26,2018,GL
2018-2019,1,A00040,AD3F9385,STT1105,4,Younoussa Amadou,M,11.02,2018,SRI
2018-2019,1,A00041,A5203DB4,STT1105,4,Zoumana Adama,M,10.88,2018,SRI
2018-2019,1,A00042,ADFD273D,STT1105,4,Guindo Akissi,F,14.67,2018,GC
2018-2019,1,A00043,AD2238B2,STT1105,4,Aminata Abdou,M,6.21,2018,IS
2018-2019,1,A00044,AA0CCCF7,STT1105,4,Gakou Mahamane,M,10.08,2018,GM
2018-2019,1,A00045,A9F79AB9,STT1105,4,KÃ©ita Souleymane,M,14.29,2018,LT
2018-2019,1,A00046,A2DE6ED3,STT1105,4,Zoumana Mahamadou,M,13.86,2018,GE
2018-2019,1,A00047,A4DD506A,STT1105,4,Halima Mariam,F,7.94,2018,SRI
2018-2019,1,A00048,AAF2E658,STT1105,4,Mamadou Ladji,M,8.97,2018,SRI
2018-2019,1,A00049,A91159B4,STT1105,4,Yattabaye Fousseyni,M,13.96,2018,GC
2018-2019,1,A00050,A28B2F1F,STT1105,4,Coulibaly Abdoulaye,M,4.17,2018,GE
2018-2019,1,A00051,A69FCDA9,STT1105,4,Bamba Zacharie,M,6.33,2018,IA
2018-2019,1,A00052,A0721469,STT1105,4,Keita Ahou,F,10.43,2018,SRI
2018-2019,1,A00053,ADA5DE31,STT1105,4,Ouattara Lamine,M,12.52,2018,GL
2018-2019,1,A00054,AEFC20CB,STT1105,4,Lala Rachid,M,18.3,2018,IS
2018-2019,1,A00055,A7DB1011,STT1105,4,Halima Adama,M,10.06,2018,IS
2018-2019,1,A00056,AE44530C,STT1105,4,Fatoumata Lassana,M,10.25,2018,IA
2018-2019,1,A00057,A212C519,STT1105,4,Keita Cheick,M,12.34,2018,LT
2018-2019,1,A00058,A054EFA7,STT1105,4,Barry Hadja,F,9.33,2018,LT
2018-2019,1,A00059,AF868073,STT1105,4,Haidara Rachid,M,14.25,2018,SRI
2018-2019,1,A00060,AF8C0FB6,STT1105,4,Amadou SoumaÃ¯la,M,9.67,2018,LT
2018-2019,1,A00061,A8019220,STT1105,4,KonatÃ© Abdoulaye,M,9.76,2018,GE
2018-2019,1,A00062,AB4B45B9,STT1105,4,Yattabaye Alhassane,M,11.03,2018,LT
2018-2019,1,A00063,A4D70C61,STT1105,4,Boly Fatoumata,F,9.4,2018,LT
2018-2019,1,A00064,AC6C8B80,STT1105,4,Yacouba Cheick,M,8.47,2018,GL
2018-2019,1,A00065,A20CD892,STT1105,4,KÃ©ita Karim,M,8.79,2018,IA
2018-2019,1,A00066,AC454E81,STT1105,4,Ouattara Cheick,M,11.3,2018,IS
2018-2019,1,A00067,A05C5D87,STT1105,4,Zacharie Modibo,M,7.49,2018,GM
2018-2019,1,A00068,A8217CA2,STT1105,4,Nabintou Zakari,M,11.29,2018,GE
2018-2019,1,A00069,A8DCB59F,STT1105,4,TraorÃ© Vieux,M,9.61,2018,GM
2018-2019,1,A00070,A865E07C,STT1105,4,Sylla Elhadj,M,12.07,2018,GL
2018-2019,1,A00071,AA4263C7,STT1105,4,Hadja Modibo,M,7.82,2018,GM
2018-2019,1,A00072,A6BE84F8,STT1105,4,Salif Moussa,M,10.8,2018,LT
2018-2019,1,A00073,A3A87054,STT1105,4,Kadiatou Oumar,M,15.53,2018,GL
2018-2019,1,A00074,AC0E59D7,STT1105,4,SidibÃ© Issa,M,12.32,2018,GM
2018-2019,1,A00075,A7DEC896,STT1105,4,Makan Habib,M,11.61,2018,IS
2018-2019,1,A00076,A3C7379B,STT1105,4,Salif Mahamane,M,16.3,2018,SRI
2018-2019,1,A00077,AC945840,STT1105,4,Bissikolo Mahamane,M,12.28,2018,IA
2018-2019,1,A00078,A6C3024C,STT1105,4,Gakou Mahamane,M,12.15,2018,GC
2018-2019,1,A00079,A9BE53FF,STT1105,4,Djibril Alhassane,M,12.59,2018,GC
2018-2019,1,A00080,ABD41A83,STT1105,4,Lassana Sidi,M,10.65,2018,GC
2018-2019,1,A00001,A5646F46,INF1106,4,Adama Kadidia,F,4.73,2018,IS
2018-2019,1,A00002,A2BDCDD8,INF1106,4,KantÃ© Ousmane,M,10.97,2018,GE
2018-2019,1,A00003,A6BAFDCB,INF1106,4,SidibÃ© Rabi,F,4.77,2018,IA
2018-2019,1,A00004,A7AC0A37,INF1106,4,WagatÃ© Ousmane,M,4.24,2018,LT
2018-2019,1,A00005,AD6B6E40,INF1106,4,TourÃ© AssÃ©tou,F,14.74,2018,GE
2018-2019,1,A00006,A91D111B,INF1106,4,Bissikolo Mohamed,M,13.09,2018,SRI
2018-2019,1,A00007,A13C4CB0,INF1106,4,DjitÃ© Zakari,M,14.71,2018,SRI
2018-2019,1,A00008,A40B7CFA,INF1106,4,Sow Abdou,M,9.13,2018,GL
2018-2019,1,A00009,A54E8907,INF1106,4,Bakary Zou,F,5.64,2018,SRI
2018-2019,1,A00010,A8B32663,INF1106,4,KouyatÃ© Zacharie,M,12.19,2018,LT
2018-2019,1,A00011,AEB4508E,INF1106,4,Amadou Lassana,M,9.1,2018,IS
2018-2019,1,A00012,A6FF448D,INF1106,4,Cheick Harouna,M,8.58,2018,IS
2018-2019,1,A00013,AC6FEFC2,INF1106,4,Salif Boureima,M,11.24,2018,LT
2018-2019,1,A00014,A14E7953,INF1106,4,Alou Adama,M,5.65,2018,GM
2018-2019,1,A00015,A6AAFE49,INF1106,4,Issa Zara,F,7.63,2018,IA
2018-2019,1,A00016,AAF92C17,INF1106,4,Bintou Fousseyni,M,3.82,2018,GM
2018-2019,1,A00017,AF69C4C9,INF1106,4,Karim Souleymane,M,10.31,2018,IS
2018-2019,1,A00018,A557AC5E,INF1106,4,Fanta Sada,M,9.61,2018,IS
2018-2019,1,A00019,A0825C1F,INF1106,4,KÃ©ita Amadou,M,6.51,2018,IS
2018-2019,1,A00020,A274F380,INF1106,4,Gakou Mahamadou,M,6.6,2018,IA
2018-2019,1,A00021,A635528B,INF1106,4,AÃ¯cha Awa,F,10.11,2018,GE
2018-2019,1,A00022,A2FD8F2B,INF1106,4,Kouriba Brahima,M,9.5,2018,GC
2018-2019,1,A00023,A5AA60C3,INF1106,4,Alou Fanta,F,14.58,2018,SRI
2018-2019,1,A00024,AEA090BD,INF1106,4,Dabo Fousseyni,M,7.29,2018,GL
2018-2019,1,A00025,A3AF5D64,INF1106,4,Sissoko Alima,F,9.2,2018,LT
2018-2019,1,A00026,A119731E,INF1106,4,ZouolÃ© Sitan,F,2.24,2018,IA
2018-2019,1,A00027,A0B26D86,INF1106,4,Habib Bakary,M,3.02,2018,IS
2018-2019,1,A00028,ADC06B36,INF1106,4,ZouolÃ© Daouda,M,7.91,2018,GL
2018-2019,1,A00029,A1BF00E4,INF1106,4,KouyatÃ© AÃ¯cha,F,7.14,2018,IA
2018-2019,1,A00030,AE07C73B,INF1106,4,Sali Younoussa,M,11.79,2018,SRI
2018-2019,1,A00031,A7855127,INF1106,4,Zouma Ladji,M,8.75,2018,GL
2018-2019,1,A00032,A85C9439,INF1106,4,Awa Sada,M,10.36,2018,GL
2018-2019,1,A00033,A594878E,INF1106,4,Younoussa Zakari,M,11.81,2018,IA
2018-2019,1,A00034,A34E178D,INF1106,4,Amadou SoumaÃ¯la,M,11.55,2018,GM
2018-2019,1,A00035,A2216B8C,INF1106,4,Mariam Sidi,M,8.13,2018,IA
2018-2019,1,A00036,AFD7145D,INF1106,4,Berg Fanta,F,9.67,2018,SRI
2018-2019,1,A00037,A558D4DD,INF1106,4,Nana Ladji,M,9.9,2018,GL
2018-2019,1,A00038,A1D1234F,INF1106,4,Hawa Kassim,M,0.0,2018,SRI
2018-2019,1,A00039,A5D3AB0C,INF1106,4,Zongo Zakari,M,1.6,2018,GL
2018-2019,1,A00040,AD3F9385,INF1106,4,Younoussa Amadou,M,4.96,2018,SRI
2018-2019,1,A00041,A5203DB4,INF1106,4,Zoumana Adama,M,10.41,2018,SRI
2018-2019,1,A00042,ADFD273D,INF1106,4,Guindo Akissi,F,15.25,2018,GC
2018-2019,1,A00043,AD2238B2,INF1106,4,Aminata Abdou,M,8.17,2018,IS
2018-2019,1,A00044,AA0CCCF7,INF1106,4,Gakou Mahamane,M,5.96,2018,GM
2018-2019,1,A00045,A9F79AB9,INF1106,4,KÃ©ita Souleymane,M,12.84,2018,LT
2018-2019,1,A00046,A2DE6ED3,INF1106,4,Zoumana Mahamadou,M,15.62,2018,GE
2018-2019,1,A00047,A4DD506A,INF1106,4,Halima Mariam,F,7.11,2018,SRI
2018-2019,1,A00048,AAF2E658,INF1106,4,Mamadou Ladji,M,12.67,2018,SRI
2018-2019,1,A00049,A91159B4,INF1106,4,Yattabaye Fousseyni,M,13.49,2018,GC
2018-2019,1,A00050,A28B2F1F,INF1106,4,Coulibaly Abdoulaye,M,3.73,2018,GE
2018-2019,1,A00051,A69FCDA9,INF1106,4,Bamba Zacharie,M,8.72,2018,IA
2018-2019,1,A00052,A0721469,INF1106,4,Keita Ahou,F,8.46,2018,SRI
2018-2019,1,A00053,ADA5DE31,INF1106,4,Ouattara Lamine,M,7.89,2018,GL
2018-2019,1,A00054,AEFC20CB,INF1106,4,Lala Rachid,M,15.52,2018,IS
2018-2019,1,A00055,A7DB1011,INF1106,4,Halima Adama,M,1.15,2018,IS
2018-2019,1,A00056,AE44530C,INF1106,4,Fatoumata Lassana,M,0.6,2018,IA
2018-2019,1,A00057,A212C519,INF1106,4,Keita Cheick,M,5.96,2018,LT
2018-2019,1,A00058,A054EFA7,INF1106,4,Barry Hadja,F,6.55,2018,LT
2018-2019,1,A00059,AF868073,INF1106,4,Haidara Rachid,M,10.62,2018,SRI
2018-2019,1,A00060,AF8C0FB6,INF1106,4,Amadou SoumaÃ¯la,M,2.6,2018,LT
2018-2019,1,A00061,A8019220,INF1106,4,KonatÃ© Abdoulaye,M,4.34,2018,GE
2018-2019,1,A00062,AB4B45B9,INF1106,4,Yattabaye Alhassane,M,7.11,2018,LT
2018-2019,1,A00063,A4D70C61,INF1106,4,Boly Fatoumata,F,18.74,2018,LT
2018-2019,1,A00064,AC6C8B80,INF1106,4,Yacouba Cheick,M,15.9,2018,GL
2018-2019,1,A00065,A20CD892,INF1106,4,KÃ©ita Karim,M,4.17,2018,IA
2018-2019,1,A00066,AC454E81,INF1106,4,Ouattara Cheick,M,8.78,2018,IS
2018-2019,1,A00067,A05C5D87,INF1106,4,Zacharie Modibo,M,2.99,2018,GM
2018-2019,1,A00068,A8217CA2,INF1106,4,Nabintou Zakari,M,2.97,2018,GE
2018-2019,1,A00069,A8DCB59F,INF1106,4,TraorÃ© Vieux,M,5.69,2018,GM
2018-2019,1,A00070,A865E07C,INF1106,4,Sylla Elhadj,M,6.46,2018,GL
2018-2019,1,A00071,AA4263C7,INF1106,4,Hadja Modibo,M,7.03,2018,GM
2018-2019,1,A00072,A6BE84F8,INF1106,4,Salif Moussa,M,0.97,2018,LT
2018-2019,1,A00073,A3A87054,INF1106,4,Kadiatou Oumar,M,7.79,2018,GL
2018-2019,1,A00074,AC0E59D7,INF1106,4,SidibÃ© Issa,M,9.91,2018,GM
2018-2019,1,A00075,A7DEC896,INF1106,4,Makan Habib,M,8.94,2018,IS
2018-2019,1,A00076,A3C7379B,INF1106,4,Salif Mahamane,M,13.24,2018,SRI
2018-2019,1,A00077,AC945840,INF1106,4,Bissikolo Mahamane,M,3.6,2018,IA
2018-2019,1,A00078,A6C3024C,INF1106,4,Gakou Mahamane,M,11.87,2018,GC
2018-2019,1,A00079,A9BE53FF,INF1106,4,Djibril Alhassane,M,6.77,2018,GC
2018-2019,1,A00080,ABD41A83,INF1106,4,Lassana Sidi,M,9.82,2018,GC
2018-2019,1,A00001,A5646F46,ART1107,2,Adama Kadidia,F,13.28,2018,IS
2018-2019,1,A00002,A2BDCDD8,ART1107,2,KantÃ© Ousmane,M,9.84,2018,GE
2018-2019,1,A00003,A6BAFDCB,ART1107,2,SidibÃ© Rabi,F,13.38,2018,IA
2018-2019,1,A00004,A7AC0A37,ART1107,2,WagatÃ© Ousmane,M,12.76,2018,LT
2018-2019,1,A00005,AD6B6E40,ART1107,2,TourÃ© AssÃ©tou,F,16.85,2018,GE
2018-2019,1,A00006,A91D111B,ART1107,2,Bissikolo Mohamed,M,14.76,2018,SRI
2018-2019,1,A00007,A13C4CB0,ART1107,2,DjitÃ© Zakari,M,18.64,2018,SRI
2018-2019,1,A00008,A40B7CFA,ART1107,2,Sow Abdou,M,17.59,2018,GL
2018-2019,1,A00009,A54E8907,ART1107,2,Bakary Zou,F,13.72,2018,SRI
2018-2019,1,A00010,A8B32663,ART1107,2,KouyatÃ© Zacharie,M,19.87,2018,LT
