annee,semestre,anonymat,carte,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2018-2019,1,AAF2E658,A00048,PHY1103,4,Mamadou Ladji,M,12.19,2018,SRI
2018-2019,1,A91159B4,A00049,PHY1103,4,Yattabaye Fousseyni,M,15.96,2018,GC
2018-2019,1,A28B2F1F,A00050,PHY1103,4,Coulibaly Abdoulaye,M,4.38,2018,GE
2018-2019,1,A69FCDA9,A00051,PHY1103,4,Bamba Zacharie,M,11.46,2018,IA
2018-2019,1,A0721469,A00052,PHY1103,4,Keita Ahou,F,13.84,2018,SRI
2018-2019,1,ADA5DE31,A00053,PHY1103,4,Ouattara Lamine,M,14.75,2018,GL
2018-2019,1,AEFC20CB,A00054,PHY1103,4,Lala Rachid,M,13.84,2018,IS
2018-2019,1,A7DB1011,A00055,PHY1103,4,Halima Adama,M,15.99,2018,IS
2018-2019,1,AE44530C,A00056,PHY1103,4,Fatoumata Lassana,M,0.0,2018,IA
2018-2019,1,A212C519,A00057,PHY1103,4,Keita Cheick,M,9.91,2018,LT
2018-2019,1,A054EFA7,A00058,PHY1103,4,Barry Hadja,F,5.56,2018,LT
2018-2019,1,AF868073,A00059,PHY1103,4,Haidara Rachid,M,13.15,2018,SRI
2018-2019,1,AF8C0FB6,A00060,PHY1103,4,Amadou Soumaïla,M,6.62,2018,LT
2018-2019,1,A8019220,A00061,PHY1103,4,Konaté Abdoulaye,M,8.2,2018,GE
2018-2019,1,AB4B45B9,A00062,PHY1103,4,Yattabaye Alhassane,M,18.63,2018,LT
2018-2019,1,A4D70C61,A00063,PHY1103,4,Boly Fatoumata,F,10.99,2018,LT
2018-2019,1,AC6C8B80,A00064,PHY1103,4,Yacouba Cheick,M,12.66,2018,GL
2018-2019,1,A20CD892,A00065,PHY1103,4,Kéita Karim,M,5.84,2018,IA
2018-2019,1,AC454E81,A00066,PHY1103,4,Ouattara Cheick,M,11.5,2018,IS
2018-2019,1,A05C5D87,A00067,PHY1103,4,Zacharie Modibo,M,8.09,2018,GM
2018-2019,1,A8217CA2,A00068,PHY1103,4,Nabintou Zakari,M,12.37,2018,GE
2018-2019,1,A8DCB59F,A00069,PHY1103,4,Traoré Vieux,M,11.87,2018,GM
2018-2019,1,A865E07C,A00070,PHY1103,4,Sylla Elhadj,M,17.51,2018,GL
2018-2019,1,AA4263C7,A00071,PHY1103,4,Hadja Modibo,M,9.74,2018,GM
2018-2019,1,A6BE84F8,A00072,PHY1103,4,Salif Moussa,M,9.89,2018,LT
2018-2019,1,A3A87054,A00073,PHY1103,4,Kadiatou Oumar,M,7.02,2018,GL
2018-2019,1,AC0E59D7,A00074,PHY1103,4,Sidibé Issa,M,10.27,2018,GM
2018-2019,1,A7DEC896,A00075,PHY1103,4,Makan Habib,M,12.61,2018,IS
2018-2019,1,A3C7379B,A00076,PHY1103,4,Salif Mahamane,M,16.44,2018,SRI
2018-2019,1,AC945840,A00077,PHY1103,4,Bissikolo Mahamane,M,10.08,2018,IA
2018-2019,1,A6C3024C,A00078,PHY1103,4,Gakou Mahamane,M,13.69,2018,GC
2018-2019,1,A9BE53FF,A00079,PHY1103,4,Djibril Alhassane,M,12.6,2018,GC
2018-2019,1,ABD41A83,A00080,PHY1103,4,Lassana Sidi,M,13.62,2018,GC
2018-2019,1,A5646F46,A00001,STT1104,2,Adama Kadidia,F,13.88,2018,IS
2018-2019,1,A2BDCDD8,A00002,STT1104,2,Kanté Ousmane,M,11.78,2018,GE
2018-2019,1,A6BAFDCB,A00003,STT1104,2,Sidibé Rabi,F,14.96,2018,IA
2018-2019,1,A7AC0A37,A00004,STT1104,2,Wagaté Ousmane,M,0.91,2018,LT
2018-2019,1,AD6B6E40,A00005,STT1104,2,Touré Assétou,F,16.14,2018,GE
2018-2019,1,A91D111B,A00006,STT1104,2,Bissikolo Mohamed,M,1.7,2018,SRI
2018-2019,1,A13C4CB0,A00007,STT1104,2,Djité Zakari,M,7.99,2018,SRI
2018-2019,1,A40B7CFA,A00008,STT1104,2,Sow Abdou,M,16.08,2018,GL
2018-2019,1,A54E8907,A00009,STT1104,2,Bakary Zou,F,15.65,2018,SRI
2018-2019,1,A8B32663,A00010,STT1104,2,Kouyaté Zacharie,M,13.29,2018,LT
2018-2019,1,AEB4508E,A00011,STT1104,2,Amadou Lassana,M,10.65,2018,IS
2018-2019,1,A6FF448D,A00012,STT1104,2,Cheick Harouna,M,17.62,2018,IS
2018-2019,1,AC6FEFC2,A00013,STT1104,2,Salif Boureima,M,10.13,2018,LT
2018-2019,1,A14E7953,A00014,STT1104,2,Alou Adama,M,19.28,2018,GM
2018-2019,1,A6AAFE49,A00015,STT1104,2,Issa Zara,F,10.86,2018,IA
2018-2019,1,AAF92C17,A00016,STT1104,2,Bintou Fousseyni,M,13.04,2018,GM
2018-2019,1,AF69C4C9,A00017,STT1104,2,Karim Souleymane,M,18.97,2018,IS
2018-2019,1,A557AC5E,A00018,STT1104,2,Fanta Sada,M,14.5,2018,IS
2018-2019,1,A0825C1F,A00019,STT1104,2,Kéita Amadou,M,9.89,2018,IS
2018-2019,1,A274F380,A00020,STT1104,2,Gakou Mahamadou,M,11.44,2018,IA
2018-2019,1,A635528B,A00021,STT1104,2,Aïcha Awa,F,15.03,2018,GE
2018-2019,1,A2FD8F2B,A00022,STT1104,2,Kouriba Brahima,M,9.98,2018,GC
2018-2019,1,A5AA60C3,A00023,STT1104,2,Alou Fanta,F,12.13,2018,SRI
2018-2019,1,AEA090BD,A00024,STT1104,2,Dabo Fousseyni,M,9.41,2018,GL
2018-2019,1,A3AF5D64,A00025,STT1104,2,Sissoko Alima,F,17.75,2018,LT
2018-2019,1,A119731E,A00026,STT1104,2,Zouolé Sitan,F,13.86,2018,IA
2018-2019,1,A0B26D86,A00027,STT1104,2,Habib Bakary,M,9.46,2018,IS
2018-2019,1,ADC06B36,A00028,STT1104,2,Zouolé Daouda,M,12.85,2018,GL
2018-2019,1,A1BF00E4,A00029,STT1104,2,Kouyaté Aïcha,F,14.68,2018,IA
2018-2019,1,AE07C73B,A00030,STT1104,2,Sali Younoussa,M,13.76,2018,SRI
2018-2019,1,A7855127,A00031,STT1104,2,Zouma Ladji,M,10.18,2018,GL
2018-2019,1,A85C9439,A00032,STT1104,2,Awa Sada,M,6.74,2018,GL
2018-2019,1,A594878E,A00033,STT1104,2,Younoussa Zakari,M,19.97,2018,IA
2018-2019,1,A34E178D,A00034,STT1104,2,Amadou Soumaïla,M,14.39,2018,GM
2018-2019,1,A2216B8C,A00035,STT1104,2,Mariam Sidi,M,7.81,2018,IA
2018-2019,1,AFD7145D,A00036,STT1104,2,Berg Fanta,F,15.67,2018,SRI
2018-2019,1,A558D4DD,A00037,STT1104,2,Nana Ladji,M,10.19,2018,GL
2018-2019,1,A1D1234F,A00038,STT1104,2,Hawa Kassim,M,5.6,2018,SRI
2018-2019,1,A5D3AB0C,A00039,STT1104,2,Zongo Zakari,M,13.59,2018,GL
2018-2019,1,AD3F9385,A00040,STT1104,2,Younoussa Amadou,M,13.83,2018,SRI
2018-2019,1,A5203DB4,A00041,STT1104,2,Zoumana Adama,M,16.12,2018,SRI
2018-2019,1,ADFD273D,A00042,STT1104,2,Guindo Akissi,F,19.6,2018,GC
2018-2019,1,AD2238B2,A00043,STT1104,2,Aminata Abdou,M,6.01,2018,IS
2018-2019,1,AA0CCCF7,A00044,STT1104,2,Gakou Mahamane,M,12.86,2018,GM
2018-2019,1,A9F79AB9,A00045,STT1104,2,Kéita Souleymane,M,12.75,2018,LT
2018-2019,1,A2DE6ED3,A00046,STT1104,2,Zoumana Mahamadou,M,14.86,2018,GE
2018-2019,1,A4DD506A,A00047,STT1104,2,Halima Mariam,F,14.01,2018,SRI
2018-2019,1,AAF2E658,A00048,STT1104,2,Mamadou Ladji,M,19.12,2018,SRI
2018-2019,1,A91159B4,A00049,STT1104,2,Yattabaye Fousseyni,M,20.0,2018,GC
2018-2019,1,A28B2F1F,A00050,STT1104,2,Coulibaly Abdoulaye,M,14.74,2018,GE
2018-2019,1,A69FCDA9,A00051,STT1104,2,Bamba Zacharie,M,10.41,2018,IA
2018-2019,1,A0721469,A00052,STT1104,2,Keita Ahou,F,13.77,2018,SRI
2018-2019,1,ADA5DE31,A00053,STT1104,2,Ouattara Lamine,M,15.05,2018,GL
2018-2019,1,AEFC20CB,A00054,STT1104,2,Lala Rachid,M,15.42,2018,IS
2018-2019,1,A7DB1011,A00055,STT1104,2,Halima Adama,M,14.31,2018,IS
2018-2019,1,AE44530C,A00056,STT1104,2,Fatoumata Lassana,M,12.74,2018,IA
2018-2019,1,A212C519,A00057,STT1104,2,Keita Cheick,M,14.18,2018,LT
2018-2019,1,A054EFA7,A00058,STT1104,2,Barry Hadja,F,9.61,2018,LT
2018-2019,1,AF868073,A00059,STT1104,2,Haidara Rachid,M,14.43,2018,SRI
2018-2019,1,AF8C0FB6,A00060,STT1104,2,Amadou Soumaïla,M,14.36,2018,LT
2018-2019,1,A8019220,A00061,STT1104,2,Konaté Abdoulaye,M,12.1,2018,GE
2018-2019,1,AB4B45B9,A00062,STT1104,2,Yattabaye Alhassane,M,15.65,2018,LT
2018-2019,1,A4D70C61,A00063,STT1104,2,Boly Fatoumata,F,17.27,2018,LT
2018-2019,1,AC6C8B80,A00064,STT1104,2,Yacouba Cheick,M,12.92,2018,GL
2018-2019,1,A20CD892,A00065,STT1104,2,Kéita Karim,M,12.68,2018,IA
2018-2019,1,AC454E81,A00066,STT1104,2,Ouattara Cheick,M,15.78,2018,IS
2018-2019,1,A05C5D87,A00067,STT1104,2,Zacharie Modibo,M,6.9,2018,GM
2018-2019,1,A8217CA2,A00068,STT1104,2,Nabintou Zakari,M,18.97,2018,GE
2018-2019,1,A8DCB59F,A00069,STT1104,2,Traoré Vieux,M,8.73,2018,GM
2018-2019,1,A865E07C,A00070,STT1104,2,Sylla Elhadj,M,8.36,2018,GL
2018-2019,1,AA4263C7,A00071,STT1104,2,Hadja Modibo,M,8.03,2018,GM
2018-2019,1,A6BE84F8,A00072,STT1104,2,Salif Moussa,M,7.16,2018,LT
2018-2019,1,A3A87054,A00073,STT1104,2,Kadiatou Oumar,M,14.97,2018,GL
2018-2019,1,AC0E59D7,A00074,STT1104,2,Sidibé Issa,M,12.87,2018,GM
2018-2019,1,A7DEC896,A00075,STT1104,2,Makan Habib,M,10.93,2018,IS
2018-2019,1,A3C7379B,A00076,STT1104,2,Salif Mahamane,M,18.47,2018,SRI
2018-2019,1,AC945840,A00077,STT1104,2,Bissikolo Mahamane,M,13.69,2018,IA
2018-2019,1,A6C3024C,A00078,STT1104,2,Gakou Mahamane,M,14.55,2018,GC
2018-2019,1,A9BE53FF,A00079,STT1104,2,Djibril Alhassane,M,15.36,2018,GC
2018-2019,1,ABD41A83,A00080,STT1104,2,Lassana Sidi,M,14.31,2018,GC
2018-2019,1,A5646F46,A00001,STT1105,4,Adama Kadidia,F,5.89,2018,IS
2018-2019,1,A2BDCDD8,A00002,STT1105,4,Kanté Ousmane,M,9.72,2018,GE
2018-2019,1,A6BAFDCB,A00003,STT1105,4,Sidibé Rabi,F,6.65,2018,IA
2018-2019,1,A7AC0A37,A00004,STT1105,4,Wagaté Ousmane,M,8.86,2018,LT
2018-2019,1,AD6B6E40,A00005,STT1105,4,Touré Assétou,F,12.2,2018,GE
2018-2019,1,A91D111B,A00006,STT1105,4,Bissikolo Mohamed,M,14.31,2018,SRI
2018-2019,1,A13C4CB0,A00007,STT1105,4,Djité Zakari,M,14.05,2018,SRI
2018-2019,1,A40B7CFA,A00008,STT1105,4,Sow Abdou,M,12.34,2018,GL
2018-2019,1,A54E8907,A00009,STT1105,4,Bakary Zou,F,10.35,2018,SRI
2018-2019,1,A8B32663,A00010,STT1105,4,Kouyaté Zacharie,M,15.88,2018,LT
2018-2019,1,AEB4508E,A00011,STT1105,4,Amadou Lassana,M,9.52,2018,IS
2018-2019,1,A6FF448D,A00012,STT1105,4,Cheick Harouna,M,10.18,2018,IS
2018-2019,1,AC6FEFC2,A00013,STT1105,4,Salif Boureima,M,11.35,2018,LT
2018-2019,1,A14E7953,A00014,STT1105,4,Alou Adama,M,7.57,2018,GM
2018-2019,1,A6AAFE49,A00015,STT1105,4,Issa Zara,F,9.99,2018,IA
2018-2019,1,AAF92C17,A00016,STT1105,4,Bintou Fousseyni,M,10.44,2018,GM
2018-2019,1,AF69C4C9,A00017,STT1105,4,Karim Souleymane,M,8.66,2018,IS
2018-2019,1,A557AC5E,A00018,STT1105,4,Fanta Sada,M,13.5,2018,IS
2018-2019,1,A0825C1F,A00019,STT1105,4,Kéita Amadou,M,12.36,2018,IS
2018-2019,1,A274F380,A00020,STT1105,4,Gakou Mahamadou,M,9.48,2018,IA
2018-2019,1,A635528B,A00021,STT1105,4,Aïcha Awa,F,11.01,2018,GE
2018-2019,1,A2FD8F2B,A00022,STT1105,4,Kouriba Brahima,M,10.48,2018,GC
2018-2019,1,A5AA60C3,A00023,STT1105,4,Alou Fanta,F,9.36,2018,SRI
2018-2019,1,AEA090BD,A00024,STT1105,4,Dabo Fousseyni,M,10.63,2018,GL
2018-2019,1,A3AF5D64,A00025,STT1105,4,Sissoko Alima,F,9.9,2018,LT
2018-2019,1,A119731E,A00026,STT1105,4,Zouolé Sitan,F,12.09,2018,IA
2018-2019,1,A0B26D86,A00027,STT1105,4,Habib Bakary,M,5.31,2018,IS
2018-2019,1,ADC06B36,A00028,STT1105,4,Zouolé Daouda,M,10.24,2018,GL
2018-2019,1,A1BF00E4,A00029,STT1105,4,Kouyaté Aïcha,F,11.55,2018,IA
2018-2019,1,AE07C73B,A00030,STT1105,4,Sali Younoussa,M,14.11,2018,SRI
2018-2019,1,A7855127,A00031,STT1105,4,Zouma Ladji,M,8.3,2018,GL
2018-2019,1,A85C9439,A00032,STT1105,4,Awa Sada,M,10.97,2018,GL
2018-2019,1,A594878E,A00033,STT1105,4,Younoussa Zakari,M,13.79,2018,IA
2018-2019,1,A34E178D,A00034,STT1105,4,Amadou Soumaïla,M,14.16,2018,GM
2018-2019,1,A2216B8C,A00035,STT1105,4,Mariam Sidi,M,10.54,2018,IA
2018-2019,1,AFD7145D,A00036,STT1105,4,Berg Fanta,F,12.46,2018,SRI
2018-2019,1,A558D4DD,A00037,STT1105,4,Nana Ladji,M,5.66,2018,GL
2018-2019,1,A1D1234F,A00038,STT1105,4,Hawa Kassim,M,11.53,2018,SRI
2018-2019,1,A5D3AB0C,A00039,STT1105,4,Zongo Zakari,M,9.26,2018,GL
2018-2019,1,AD3F9385,A00040,STT1105,4,Younoussa Amadou,M,11.02,2018,SRI
2018-2019,1,A5203DB4,A00041,STT1105,4,Zoumana Adama,M,10.88,2018,SRI
2018-2019,1,ADFD273D,A00042,STT1105,4,Guindo Akissi,F,14.67,2018,GC
2018-2019,1,AD2238B2,A00043,STT1105,4,Aminata Abdou,M,6.21,2018,IS
2018-2019,1,AA0CCCF7,A00044,STT1105,4,Gakou Mahamane,M,10.08,2018,GM
2018-2019,1,A9F79AB9,A00045,STT1105,4,Kéita Souleymane,M,14.29,2018,LT
2018-2019,1,A2DE6ED3,A00046,STT1105,4,Zoumana Mahamadou,M,13.86,2018,GE
2018-2019,1,A4DD506A,A00047,STT1105,4,Halima Mariam,F,7.94,2018,SRI
2018-2019,1,AAF2E658,A00048,STT1105,4,Mamadou Ladji,M,8.97,2018,SRI
2018-2019,1,A91159B4,A00049,STT1105,4,Yattabaye Fousseyni,M,13.96,2018,GC
2018-2019,1,A28B2F1F,A00050,STT1105,4,Coulibaly Abdoulaye,M,4.17,2018,GE
2018-2019,1,A69FCDA9,A00051,STT1105,4,Bamba Zacharie,M,6.33,2018,IA
2018-2019,1,A0721469,A00052,STT1105,4,Keita Ahou,F,10.43,2018,SRI
2018-2019,1,ADA5DE31,A00053,STT1105,4,Ouattara Lamine,M,12.52,2018,GL
2018-2019,1,AEFC20CB,A00054,STT1105,4,Lala Rachid,M,18.3,2018,IS
2018-2019,1,A7DB1011,A00055,STT1105,4,Halima Adama,M,10.06,2018,IS
2018-2019,1,AE44530C,A00056,STT1105,4,Fatoumata Lassana,M,10.25,2018,IA
2018-2019,1,A212C519,A00057,STT1105,4,Keita Cheick,M,12.34,2018,LT
2018-2019,1,A054EFA7,A00058,STT1105,4,Barry Hadja,F,9.33,2018,LT
2018-2019,1,AF868073,A00059,STT1105,4,Haidara Rachid,M,14.25,2018,SRI
2018-2019,1,AF8C0FB6,A00060,STT1105,4,Amadou Soumaïla,M,9.67,2018,LT
2018-2019,1,A8019220,A00061,STT1105,4,Konaté Abdoulaye,M,9.76,2018,GE
2018-2019,1,AB4B45B9,A00062,STT1105,4,Yattabaye Alhassane,M,11.03,2018,LT
2018-2019,1,A4D70C61,A00063,STT1105,4,Boly Fatoumata,F,9.4,2018,LT
2018-2019,1,AC6C8B80,A00064,STT1105,4,Yacouba Cheick,M,8.47,2018,GL
2018-2019,1,A20CD892,A00065,STT1105,4,Kéita Karim,M,8.79,2018,IA
2018-2019,1,AC454E81,A00066,STT1105,4,Ouattara Cheick,M,11.3,2018,IS
2018-2019,1,A05C5D87,A00067,STT1105,4,Zacharie Modibo,M,7.49,2018,GM
2018-2019,1,A8217CA2,A00068,STT1105,4,Nabintou Zakari,M,11.29,2018,GE
2018-2019,1,A8DCB59F,A00069,STT1105,4,Traoré Vieux,M,9.61,2018,GM
2018-2019,1,A865E07C,A00070,STT1105,4,Sylla Elhadj,M,12.07,2018,GL
2018-2019,1,AA4263C7,A00071,STT1105,4,Hadja Modibo,M,7.82,2018,GM
2018-2019,1,A6BE84F8,A00072,STT1105,4,Salif Moussa,M,10.8,2018,LT
2018-2019,1,A3A87054,A00073,STT1105,4,Kadiatou Oumar,M,15.53,2018,GL
2018-2019,1,AC0E59D7,A00074,STT1105,4,Sidibé Issa,M,12.32,2018,GM
2018-2019,1,A7DEC896,A00075,STT1105,4,Makan Habib,M,11.61,2018,IS
2018-2019,1,A3C7379B,A00076,STT1105,4,Salif Mahamane,M,16.3,2018,SRI
2018-2019,1,AC945840,A00077,STT1105,4,Bissikolo Mahamane,M,12.28,2018,IA
2018-2019,1,A6C3024C,A00078,STT1105,4,Gakou Mahamane,M,12.15,2018,GC
2018-2019,1,A9BE53FF,A00079,STT1105,4,Djibril Alhassane,M,12.59,2018,GC
2018-2019,1,ABD41A83,A00080,STT1105,4,Lassana Sidi,M,10.65,2018,GC
2018-2019,1,A5646F46,A00001,INF1106,4,Adama Kadidia,F,4.73,2018,IS
2018-2019,1,A2BDCDD8,A00002,INF1106,4,Kanté Ousmane,M,10.97,2018,GE
2018-2019,1,A6BAFDCB,A00003,INF1106,4,Sidibé Rabi,F,4.77,2018,IA
2018-2019,1,A7AC0A37,A00004,INF1106,4,Wagaté Ousmane,M,4.24,2018,LT
2018-2019,1,AD6B6E40,A00005,INF1106,4,Touré Assétou,F,14.74,2018,GE
2018-2019,1,A91D111B,A00006,INF1106,4,Bissikolo Mohamed,M,13.09,2018,SRI
2018-2019,1,A13C4CB0,A00007,INF1106,4,Djité Zakari,M,14.71,2018,SRI
2018-2019,1,A40B7CFA,A00008,INF1106,4,Sow Abdou,M,9.13,2018,GL
2018-2019,1,A54E8907,A00009,INF1106,4,Bakary Zou,F,5.64,2018,SRI
2018-2019,1,A8B32663,A00010,INF1106,4,Kouyaté Zacharie,M,12.19,2018,LT
2018-2019,1,AEB4508E,A00011,INF1106,4,Amadou Lassana,M,9.1,2018,IS
2018-2019,1,A6FF448D,A00012,INF1106,4,Cheick Harouna,M,8.58,2018,IS
2018-2019,1,AC6FEFC2,A00013,INF1106,4,Salif Boureima,M,11.24,2018,LT
2018-2019,1,A14E7953,A00014,INF1106,4,Alou Adama,M,5.65,2018,GM
2018-2019,1,A6AAFE49,A00015,INF1106,4,Issa Zara,F,7.63,2018,IA
2018-2019,1,AAF92C17,A00016,INF1106,4,Bintou Fousseyni,M,3.82,2018,GM
2018-2019,1,AF69C4C9,A00017,INF1106,4,Karim Souleymane,M,10.31,2018,IS
2018-2019,1,A557AC5E,A00018,INF1106,4,Fanta Sada,M,9.61,2018,IS
2018-2019,1,A0825C1F,A00019,INF1106,4,Kéita Amadou,M,6.51,2018,IS
2018-2019,1,A274F380,A00020,INF1106,4,Gakou Mahamadou,M,6.6,2018,IA
2018-2019,1,A635528B,A00021,INF1106,4,Aïcha Awa,F,10.11,2018,GE
2018-2019,1,A2FD8F2B,A00022,INF1106,4,Kouriba Brahima,M,9.5,2018,GC
2018-2019,1,A5AA60C3,A00023,INF1106,4,Alou Fanta,F,14.58,2018,SRI
2018-2019,1,AEA090BD,A00024,INF1106,4,Dabo Fousseyni,M,7.29,2018,GL
2018-2019,1,A3AF5D64,A00025,INF1106,4,Sissoko Alima,F,9.2,2018,LT
2018-2019,1,A119731E,A00026,INF1106,4,Zouolé Sitan,F,2.24,2018,IA
2018-2019,1,A0B26D86,A00027,INF1106,4,Habib Bakary,M,3.02,2018,IS
2018-2019,1,ADC06B36,A00028,INF1106,4,Zouolé Daouda,M,7.91,2018,GL
2018-2019,1,A1BF00E4,A00029,INF1106,4,Kouyaté Aïcha,F,7.14,2018,IA
2018-2019,1,AE07C73B,A00030,INF1106,4,Sali Younoussa,M,11.79,2018,SRI
2018-2019,1,A7855127,A00031,INF1106,4,Zouma Ladji,M,8.75,2018,GL
2018-2019,1,A85C9439,A00032,INF1106,4,Awa Sada,M,10.36,2018,GL
2018-2019,1,A594878E,A00033,INF1106,4,Younoussa Zakari,M,11.81,2018,IA
2018-2019,1,A34E178D,A00034,INF1106,4,Amadou Soumaïla,M,11.55,2018,GM
2018-2019,1,A2216B8C,A00035,INF1106,4,Mariam Sidi,M,8.13,2018,IA
2018-2019,1,AFD7145D,A00036,INF1106,4,Berg Fanta,F,9.67,2018,SRI
2018-2019,1,A558D4DD,A00037,INF1106,4,Nana Ladji,M,9.9,2018,GL
2018-2019,1,A1D1234F,A00038,INF1106,4,Hawa Kassim,M,0.0,2018,SRI
2018-2019,1,A5D3AB0C,A00039,INF1106,4,Zongo Zakari,M,1.6,2018,GL
2018-2019,1,AD3F9385,A00040,INF1106,4,Younoussa Amadou,M,4.96,2018,SRI
2018-2019,1,A5203DB4,A00041,INF1106,4,Zoumana Adama,M,10.41,2018,SRI
2018-2019,1,ADFD273D,A00042,INF1106,4,Guindo Akissi,F,15.25,2018,GC
2018-2019,1,AD2238B2,A00043,INF1106,4,Aminata Abdou,M,8.17,2018,IS
2018-2019,1,AA0CCCF7,A00044,INF1106,4,Gakou Mahamane,M,5.96,2018,GM
2018-2019,1,A9F79AB9,A00045,INF1106,4,Kéita Souleymane,M,12.84,2018,LT
2018-2019,1,A2DE6ED3,A00046,INF1106,4,Zoumana Mahamadou,M,15.62,2018,GE
2018-2019,1,A4DD506A,A00047,INF1106,4,Halima Mariam,F,7.11,2018,SRI
2018-2019,1,AAF2E658,A00048,INF1106,4,Mamadou Ladji,M,12.67,2018,SRI
2018-2019,1,A91159B4,A00049,INF1106,4,Yattabaye Fousseyni,M,13.49,2018,GC
2018-2019,1,A28B2F1F,A00050,INF1106,4,Coulibaly Abdoulaye,M,3.73,2018,GE
2018-2019,1,A69FCDA9,A00051,INF1106,4,Bamba Zacharie,M,8.72,2018,IA
2018-2019,1,A0721469,A00052,INF1106,4,Keita Ahou,F,8.46,2018,SRI
2018-2019,1,ADA5DE31,A00053,INF1106,4,Ouattara Lamine,M,7.89,2018,GL
2018-2019,1,AEFC20CB,A00054,INF1106,4,Lala Rachid,M,15.52,2018,IS
2018-2019,1,A7DB1011,A00055,INF1106,4,Halima Adama,M,1.15,2018,IS
2018-2019,1,AE44530C,A00056,INF1106,4,Fatoumata Lassana,M,0.6,2018,IA
2018-2019,1,A212C519,A00057,INF1106,4,Keita Cheick,M,5.96,2018,LT
2018-2019,1,A054EFA7,A00058,INF1106,4,Barry Hadja,F,6.55,2018,LT
2018-2019,1,AF868073,A00059,INF1106,4,Haidara Rachid,M,10.62,2018,SRI
2018-2019,1,AF8C0FB6,A00060,INF1106,4,Amadou Soumaïla,M,2.6,2018,LT
2018-2019,1,A8019220,A00061,INF1106,4,Konaté Abdoulaye,M,4.34,2018,GE
2018-2019,1,AB4B45B9,A00062,INF1106,4,Yattabaye Alhassane,M,7.11,2018,LT
2018-2019,1,A4D70C61,A00063,INF1106,4,Boly Fatoumata,F,18.74,2018,LT
2018-2019,1,AC6C8B80,A00064,INF1106,4,Yacouba Cheick,M,15.9,2018,GL
2018-2019,1,A20CD892,A00065,INF1106,4,Kéita Karim,M,4.17,2018,IA
2018-2019,1,AC454E81,A00066,INF1106,4,Ouattara Cheick,M,8.78,2018,IS
2018-2019,1,A05C5D87,A00067,INF1106,4,Zacharie Modibo,M,2.99,2018,GM
2018-2019,1,A8217CA2,A00068,INF1106,4,Nabintou Zakari,M,2.97,2018,GE
2018-2019,1,A8DCB59F,A00069,INF1106,4,Traoré Vieux,M,5.69,2018,GM
2018-2019,1,A865E07C,A00070,INF1106,4,Sylla Elhadj,M,6.46,2018,GL
2018-2019,1,AA4263C7,A00071,INF1106,4,Hadja Modibo,M,7.03,2018,GM
2018-2019,1,A6BE84F8,A00072,INF1106,4,Salif Moussa,M,0.97,2018,LT
2018-2019,1,A3A87054,A00073,INF1106,4,Kadiatou Oumar,M,7.79,2018,GL
2018-2019,1,AC0E59D7,A00074,INF1106,4,Sidibé Issa,M,9.91,2018,GM
2018-2019,1,A7DEC896,A00075,INF1106,4,Makan Habib,M,8.94,2018,IS
2018-2019,1,A3C7379B,A00076,INF1106,4,Salif Mahamane,M,13.24,2018,SRI
2018-2019,1,AC945840,A00077,INF1106,4,Bissikolo Mahamane,M,3.6,2018,IA
2018-2019,1,A6C3024C,A00078,INF1106,4,Gakou Mahamane,M,11.87,2018,GC
2018-2019,1,A9BE53FF,A00079,INF1106,4,Djibril Alhassane,M,6.77,2018,GC
2018-2019,1,ABD41A83,A00080,INF1106,4,Lassana Sidi,M,9.82,2018,GC
2018-2019,1,A5646F46,A00001,ART1107,2,Adama Kadidia,F,13.28,2018,IS
2018-2019,1,A2BDCDD8,A00002,ART1107,2,Kanté Ousmane,M,9.84,2018,GE
2018-2019,1,A6BAFDCB,A00003,ART1107,2,Sidibé Rabi,F,13.38,2018,IA
2018-2019,1,A7AC0A37,A00004,ART1107,2,Wagaté Ousmane,M,12.76,2018,LT
2018-2019,1,AD6B6E40,A00005,ART1107,2,Touré Assétou,F,16.85,2018,GE
2018-2019,1,A91D111B,A00006,ART1107,2,Bissikolo Mohamed,M,14.76,2018,SRI
2018-2019,1,A13C4CB0,A00007,ART1107,2,Djité Zakari,M,18.64,2018,SRI
2018-2019,1,A40B7CFA,A00008,ART1107,2,Sow Abdou,M,17.59,2018,GL
2018-2019,1,A54E8907,A00009,ART1107,2,Bakary Zou,F,13.72,2018,SRI
2018-2019,1,A8B32663,A00010,ART1107,2,Kouyaté Zacharie,M,19.87,2018,LT
2018-2019,1,AEB4508E,A00011,ART1107,2,Amadou Lassana,M,18.76,2018,IS
2018-2019,1,A6FF448D,A00012,ART1107,2,Cheick Harouna,M,18.39,2018,IS
2018-2019,1,AC6FEFC2,A00013,ART1107,2,Salif Boureima,M,9.05,2018,LT
2018-2019,1,A14E7953,A00014,ART1107,2,Alou Adama,M,9.29,2018,GM
2018-2019,1,A6AAFE49,A00015,ART1107,2,Issa Zara,F,15.26,2018,IA
2018-2019,1,AAF92C17,A00016,ART1107,2,Bintou Fousseyni,M,9.23,2018,GM
2018-2019,1,AF69C4C9,A00017,ART1107,2,Karim Souleymane,M,10.16,2018,IS
2018-2019,1,A557AC5E,A00018,ART1107,2,Fanta Sada,M,13.19,2018,IS
